Field Name,Occurrence Count,Type
Ausbildungsquote (in %),1,Unique
Ausland,1,Unique
Ausleihtyp,1,Unique
Ausländische Staatsbürger,1,Unique
Ausserplanmäßige Ausgaben,1,Unique
Ausserplanmäßige VE,1,Unique
Ausstattung,1,Unique
Auszubildende,1,Unique
Auszubildende und Studierende gesamt,1,Unique
Autor:in,1,Unique
B - berufliche Gründe bzw. Aufnahme eines Studiums einer Ausbildung; Angaben in Prozent,1,Unique
B-Woche_Abfahrt_(Uhrzeit),1,Unique
B-Woche_Ankunft_(Uhrzeit),1,Unique
BSL,1,Unique
BadName,1,Unique
BadestelleLink,1,Unique
Baujahr,1,Unique
Baujahr 1919 bis 1945,1,Unique
Baujahr 1946 bis 1960,1,Unique
Baujahr 1961 bis 1990 Plattenbau,1,Unique
Baujahr 1961 bis 1990 kein Plattenbau,1,Unique
Baujahr 1991 bis 2004,1,Unique
Baujahr ab 2015,1,Unique
Baujahr vor 1919,1,Unique
Baujahrgr-18-45-69-90-,1,Unique
Bauwerk Name,1,Unique
Bauwerkselement Exportnummer,1,Unique
Bauwerkselement Name,1,Unique
Bauwerkselement Niveau,1,Unique
Bauwerkselement Nummer,1,Unique
Bauwerkselement Typ,1,Unique
Bauwerksreferenzort Nummer,1,Unique
Befindlichkeitsart,1,Unique
Beginn,1,Unique
Behinderte,1,Unique
Bemerkung,1,Unique
"Bemerkungen

        Angaben
        werden
        nicht erhoben
",1,Unique
Benutzergruppe,1,Unique
Beratungsmöglichkeiten,1,Unique
"Berichtigungen, sonstige Zu- und Abgänge (in Euro)",1,Unique
Berichtsjahr,1,Unique
Berichtszeitraum,1,Unique
Berlin gemeinsam gestalten. ,1,Unique
"Berlin-
pass***",1,Unique
Berliner Schulnummer,1,Unique
Beschaeftigte ANG (Vollzeitaequivalente),1,Unique
Beschaeftigte BEA (Vollzeitaequivalente),1,Unique
Beschaeftigte gesamt (Koepfe),1,Unique
Beschaeftigte gesamt (Vollzeitaequivalente),1,Unique
Beschaeftigte in Teilzeit (Koepfe),1,Unique
Beschaeftigte in Vollzeit (Koepfe),1,Unique
Beschaeftigte maennlich (Koepfe),1,Unique
Beschaeftigte weiblich (Koepfe),1,Unique
Beschlussnummer,1,Unique
Beschränkte Ausschreibung,1,Unique
Bestand offene Arbeitsstellen,1,Unique
Besuche,1,Unique
"Besuche 
insgesamt",1,Unique
"Besuche außerhalb
Berlins bei
Gastspielen oder Wanderaus-
stellungen",1,Unique
Besucher,1,Unique
Besucher ,1,Unique
Besucher pro Leinwand,1,Unique
Besucher pro Sitzplatz,1,Unique
"Besucherinnen

",1,Unique
Betrag in EUR,1,Unique
Betrieb,1,Unique
Bezirk Mitte: Energieverbrauchsübersicht bezirklicher Liegenschaften 2017,1,Unique
Bezirk Steglitz-Zehlendorf: Energieverbrauchsübersicht bezirklicher Liegenschaften 2017-2018-2019-2020-2021-2022-2023,1,Unique
Bezirk Tempelhof-Schneberg:    Energieverbrauchsbericht fr 2018-2022,1,Unique
Bezirk Tempelhof-Schöneberg: Energieverbrauchsübersicht bezirklicher Gebäude für 2010-2019,1,Unique
Bibliotheksausweise,1,Unique
Branche,1,Unique
Braunkohlen,1,Unique
Bruttoinlandsprodukt zu Marktpreisen (in Mill. Euro),1,Unique
Bruttoinlandsprodukt zu Marktpreisen je Einwohner (in Euro/Person),1,Unique
Bruttoinlandsprodukt zu Marktpreisen je Erwerbstätigen (in Euro/Person),1,Unique
Bruttoumsatz in Euro,1,Unique
Bruttowertschöpfung - gesamt (in Mill. Euro),1,Unique
Bundesautobahnen (gesamt),1,Unique
"Bundesfrei-
willigendienst-
leistende",1,Unique
Bundesland,1,Unique
Bundesstraßen,1,Unique
Bundesstraßen (Baulast der Stadt),1,Unique
C - familiäre Gründe (z.B. Haushaltsgründung/Scheidung); Angaben in Prozent,1,Unique
C Verarbeitendes Gewerbe,1,Unique
CO2-Emissionen (Gesamt) 2019 [t/a],1,Unique
CO2-Emissionen (Gesamt) 2020 [t/a],1,Unique
CO2-Emissionen (Gesamt) 2021 [t/a],1,Unique
CO2-Emissionen (Gesamt) 2022 [t/a],1,Unique
CO2-Emissionen (Gesamt) 2023 [t/a],1,Unique
Cluster,1,Unique
D - Überschreiten der Miet-Obergrenze für ALG-II- und Sozialhilfeempfänger; Angaben in Prozent,1,Unique
DELIKT,1,Unique
Das weiß ich noch nicht; Angaben in Prozent,1,Unique
Dat,1,Unique
Dat_predict,1,Unique
Denkmalliste Berlin ,1,Unique
Deutsche Staatsbürger,1,Unique
Diplomaten-kennzeichen,1,Unique
Durchfluss,1,Unique
Durchschnittsalter Beschaeftigte gesamt,1,Unique
Durchschnittsalter Beschaeftigte maennlich,1,Unique
Durchschnittsalter Beschaeftigte weiblich,1,Unique
E - allgemein zu hohe Miete bzw. Betriebskosten; Angaben in Prozent,1,Unique
E-Mail,1,Unique
E-Mailadresse,1,Unique
E/A,1,Unique
EAE-Zugänge,1,Unique
EMR,1,Unique
EMail,1,Unique
ERFASSUNGSGRUND,1,Unique
E_(Lon_Dezimalgrad),1,Unique
E_(Rechtswert_Gauß-Krüger),1,Unique
Eco,1,Unique
"Ehrenamtskarte
[mehr Infos durch anklicken]",1,Unique
Eigenmessen - Anzahl,1,Unique
Eigenmessen - Aussteller,1,Unique
Eigenmessen - Besucher,1,Unique
Eigentumsgarten/Hausgarten,1,Unique
Einkommen-Haushalt (Äquivalenz-),1,Unique
Einnahmen bis Januar 2024 (T EUR),1,Unique
Einnahmen bis Januar 2025 (T EUR),1,Unique
Einrichtungen,1,Unique
Eintrag,1,Unique
Einweisung Krankenhaus,1,Unique
Einweisung Krankenhaus (kumuliert),1,Unique
Einwohner (Promille),1,Unique
Einwohner mit Hauptwohnsitz,1,Unique
Einwohner pro Leinwand,1,Unique
Einwohner_insgesamt_männlich,1,Unique
Einwohner_insgesamt_weiblich,1,Unique
Einzelhandelskaufkraft (Index),1,Unique
Einzelhandelskaufkraft (in Mio EUR),1,Unique
Einzelhandelskaufkraft (in Promille),1,Unique
Einzelhandelskaufkraft pro Einwohner (in EUR),1,Unique
Einzelhandelsumsatz (Index),1,Unique
Einzelhandelsumsatz (in Mio EUR),1,Unique
Einzelhandelsumsatz (in Promille),1,Unique
Einzelhandelsumsatz pro Einwohner (in EUR),1,Unique
Einzelhandelszentralität,1,Unique
Einzelunternehmen,1,Unique
Einzugsdatum,1,Unique
Ende,1,Unique
Energetischer Sanierungsfahrplan Bezirk Lichtenberg,1,Unique
Energetischer Sanierungsfahrplan Bezirk Tempelhof-Schöneberg,1,Unique
Energieverbrauchsdaten der bezirklichen Abnahmestellen im Jahr 2018,1,Unique
Energieverbrauchsdaten der bezirklichen Abnahmestellen im Jahr 2020,1,Unique
Energieverbrauchsdaten der bezirklichen Abnahmestellen im Jahr 2021,1,Unique
Energieverbrauchsdaten der bezirklichen Abnahmestellen im Jahr 2022,1,Unique
Energieverbrauchsdaten der bezirklichen Abnahmestellen im Jahr 2023,1,Unique
Ente,1,Unique
Entfernung,1,Unique
Entgelt,1,Unique
Entleihungen,1,Unique
Erneuerbare Energieträger,1,Unique
Erreger,1,Unique
Erverstaendnis_Veroeffentl.,1,Unique
Evaluation Winterspiel- und Bewegungsangebote Berlin-Mitte Saison 2023/2024: Allgemeine Angaben,1,Unique
Ewo - Einwohner 31.12.2018,1,Unique
Ewo - Einwohner 31.12.2022,1,Unique
F - anderes Wohnviertel ist attraktiver; Angaben in Prozent,1,Unique
F Baugewerbe,1,Unique
FKZ,1,Unique
Faelle in denen Menschen leicht verletzt wurden,1,Unique
Faelle in denen Menschen schwer verletzt wurden,1,Unique
Faelle in denen ausschliesslich andere Hunde verletzt wurden,1,Unique
Fahrzeugart,1,Unique
Familienzentrum,1,Unique
Farb_ID,1,Unique
Farbe,1,Unique
Fertigstellungsjahr,1,Unique
Finanzamtsbereich,1,Unique
Fluggäste - Gew. Verkehr - Aufkommen Ausland,1,Unique
Fluggäste - Gew. Verkehr - Aufkommen Inland,1,Unique
Fluggäste - Gew. Verkehr - Lokalaufkommen,1,Unique
"Fluggäste - Gew. Verkehr - Lokalaufkommen, dav. Aussteiger",1,Unique
"Fluggäste - Gew. Verkehr - Lokalaufkommen, dav. Einsteiger",1,Unique
Fluggäste - Gew. Verkehr - Transitaufkommen,1,Unique
Fluggäste - Gew. Verkehr - gesamt,1,Unique
Fluggäste - Nichtgew. Verkehr - gesamt,1,Unique
Fluggäste - gesamt,1,Unique
Flugzeugbewegungen - Gew. Verkehr - Fracht und Postflüge,1,Unique
Flugzeugbewegungen - Gew. Verkehr - Landungen,1,Unique
Flugzeugbewegungen - Gew. Verkehr - MTOW (in t),1,Unique
Flugzeugbewegungen - Gew. Verkehr - Passagierflüge,1,Unique
"Flugzeugbewegungen - Gew. Verkehr - Passagierflüge, dar. Linie/Touristik",1,Unique
Flugzeugbewegungen - Gew. Verkehr - Starts,1,Unique
Flugzeugbewegungen - Gew. Verkehr - gesamt,1,Unique
Flugzeugbewegungen - Gew. Verkehr - Übriger gewerblicher Verkehr (bis einschl. 2013),1,Unique
Flugzeugbewegungen - Nichtgew. Verkehr - Werkverkehr,1,Unique
Flugzeugbewegungen - Nichtgew. Verkehr - gesamt,1,Unique
Flugzeugbewegungen - Nichtgew. Verkehr - Übriger nichtgewerbl. Verkehr,1,Unique
Flugzeugbewegungen - gesamt,1,Unique
Fläche in m²,1,Unique
Freihändige Vergabe,1,Unique
Fuktionsbezeichnung,1,Unique
Fächerstatistik,1,Unique
Fächerstatistik2,1,Unique
Fälle aufgeklärt,1,Unique
Fälle erfasst (Tatortprinzip),1,Unique
Förderbereich,1,Unique
Fördermaßnahme,1,Unique
Förderprojekte,1,Unique
Fördersumme in €,1,Unique
G - Wohnung ist zu klein; Angaben in Prozent,1,Unique
G Handel; Instandhaltung und Reparatur von Kfz,1,Unique
Gaeste_Anzahl,1,Unique
Garten am Haus,1,Unique
Garten in Kleingartensparte,1,Unique
Gase,1,Unique
Gastmessen - Anzahl,1,Unique
Gastmessen - Aussteller,1,Unique
Gastmessen - Besucher,1,Unique
Gebaute bzw. geplante Schulplätze,1,Unique
Geburten,1,Unique
Gebäudeanzahl,1,Unique
Gebäudeart,1,Unique
Gehwege (selbstständige),1,Unique
Gemarkung,1,Unique
Gemeindepfarrer,1,Unique
Gemeindestraßen,1,Unique
"Gemeinsamer Schulbezirk (nur Grundschulen, falls zutreffend)",1,Unique
Gemeinschaftsgartenprojekt,1,Unique
Genehmigungsjahr,1,Unique
Genesene (geschätzt),1,Unique
"Genesene (geschätzt, kumuliert)",1,Unique
Gerade Hausnummer bis,1,Unique
Gerade Hausnummer von,1,Unique
Geringfügig Beschäftigte,1,Unique
Geringfügig entlohnt Beschäftigte,1,Unique
Gesamt,1,Unique
Gesamtanzahl,1,Unique
Gesamtausgaben in Euro,1,Unique
Gesamtkosten in Euro,1,Unique
Geschlecht1,1,Unique
Gesellschaften mbH,1,Unique
Getötete,1,Unique
Grundmiete in €/qm-Klassen,1,Unique
GruppeA,1,Unique
GruppeB,1,Unique
Gruppen ****,1,Unique
Grünau,1,Unique
H - Wohnung ist zu groß; Angaben in Prozent,1,Unique
H Verkehr und Lagerei,1,Unique
Hallenkapazität in qm,1,Unique
HaltestelleLat,1,Unique
HaltestelleLon,1,Unique
Hauptvariante,1,Unique
Hauptvariante - Einwohner 31.12.2022,1,Unique
Hauptvariante 2020,1,Unique
Hauptvariante 2023,1,Unique
Haushalte,1,Unique
Haushalte (Promille),1,Unique
Haushaltsjahr 2014,1,Unique
Hauswirtschaftliches und technisches Personal,1,Unique
Heizenergie,1,Unique
Heizungsart,1,Unique
Herkunftsland_37Auspr,1,Unique
Hnr,1,Unique
Hochschulart,1,Unique
Hunderassen,1,Unique
I - Wohnung/Gebäude ist in schlechtem Zustand bzw. mit Mängeln behaftet; Angaben in Prozent,1,Unique
I Gastgewerbe,1,Unique
I/A,1,Unique
ID;Typ;Bezeichnung;Bereich;Bereichsbezeichnung;Einzelplan;Einzelplanbezeichnung;Kapitel;Kapitelbezeichnung;Hauptgruppe;Hauptgruppenbezeichnung;Obergruppe;Obergruppenbezeichnung;Gruppe;Gruppenbezeichnung;Hauptfunktion;Hauptfunktionsbezeichnung;Oberfunktion;Oberfunktionsbezeichnung;Funktion;Funktionsbezeichnung;Titelart;Titel;Titelbezeichnung;Jahr;BetragTyp;Betrag,1,Unique
Ident,1,Unique
Innenstadtrand,1,Unique
Insolvenzverfahren (insgesamt),1,Unique
Internet,1,Unique
Inventarisierungsdatum,1,Unique
Ist 2012 T€,1,Unique
IstFuss,1,Unique
IstKrad,1,Unique
IstPKW,1,Unique
IstRad,1,Unique
IstSonstig,1,Unique
IstStrasse,1,Unique
J Information und Kommunikation,1,Unique
Jahr (Stichtag 31.12.),1,Unique
Jahr 2021,1,Unique
Jury,1,Unique
K - Wohnviertel ist zu laut bzw. zu dicht bebaut; Angaben in Prozent,1,Unique
K Erbringung von Finanz- und Versicherungsdienstleistungen,1,Unique
KB,1,Unique
Kapazität nach Baumaßnahme,1,Unique
Kategorie,1,Unique
Kaufkraft (Promille),1,Unique
Kaufkraft (in Mio EUR),1,Unique
Kaufkraft pro Einwohner (Index),1,Unique
Kaufkraft pro Einwohner (in EUR),1,Unique
Kaufkraft pro Einwohner Index (Europa),1,Unique
Kaufkraft pro Haushalt (Index),1,Unique
Kaufkraft pro Haushalt (in EUR),1,Unique
Kaufkraft pro Haushalt Index (Europa),1,Unique
"Kennzeichen, Juli 2012",1,Unique
Kfz-Anhänger,1,Unique
Kfz-Insgesamt,1,Unique
Kinder - Entwicklung 2021 zu 2022 in Prozent,1,Unique
Kinder - Jungen,1,Unique
Kinder - Mädchen,1,Unique
Kinder gesamt,1,Unique
"Kinder und 
Jugendliche",1,Unique
Kindergartenkinder,1,Unique
Kinderkrippenkinder,1,Unique
Kinobesuche pro Einwohner,1,Unique
Kirchengemeinden,1,Unique
Kitaliste Nov 2025,1,Unique
Kleingarten in einem Kleingartenverein,1,Unique
Klärwerk,1,Unique
Kohorte,1,Unique
Kommentare,1,Unique
Kontaktperson,1,Unique
Konzerte - Anzahl,1,Unique
Konzerte - Aussteller,1,Unique
Konzerte - Besucher,1,Unique
Koordinaten,1,Unique
Kosten,1,Unique
Kosten in Euro ,1,Unique
Kraftfahrzeuganhänger insgesamt,1,Unique
Kraftfahrzeuge insgesamt,1,Unique
Krafträder,1,Unique
Kraftstoff_Energiequelle,1,Unique
Kraftstoffart,1,Unique
Krankenhausapotheken,1,Unique
Kreisstraßen,1,Unique
Kreisstraßen (Baulast der Stadt),1,Unique
Kurzbezeichnung,1,Unique
Kurzbericht über die Entwicklung des Kulturetats der Hauptverwaltung [in EUR],1,Unique
L - zu wenig öffentliches Grün im Wohnviertel; Angaben in Prozent,1,Unique
L Grundstücks- und Wohnungswesen,1,Unique
LOR,1,Unique
Laborbestätigte Fälle (Meldedatum),1,Unique
Laborbestätigte Fälle (kumuliert),1,Unique
Laborbestätigte Fälle (übermittelt),1,Unique
Land,1,Unique
Land Berlin und sonstige Einrichtungen,1,Unique
Lat,1,Unique
Latitude,1,Unique
Leichtverletzte,1,Unique
Leinwände,1,Unique
Leipzig,1,Unique
Leipzig. Frauen,1,Unique
Leipzig. Männer,1,Unique
Leipziger Bevölkerungsvorausschätzung 2019 Hauptvariante,1,Unique
Leipziger Bevölkerungsvorausschätzung 2019 Oberes Szenario,1,Unique
Leipziger Bevölkerungsvorausschätzung 2019 Unteres Szenario,1,Unique
Lfd. Nr.,1,Unique
Lfd.-Nr.,1,Unique
Liegenschaft,1,Unique
Lon,1,Unique
Longitude,1,Unique
Luftfracht - Durchgang (Transit) (in t),1,Unique
Luftfracht - Umschlag (an + ab) (in t),1,Unique
"Luftfracht - Umschlag (an + ab), dav. Ausladungen (in t)",1,Unique
"Luftfracht - Umschlag (an + ab), dav. Einladungen (in t)",1,Unique
Luftfracht - gesamt (in t),1,Unique
Luftfracht/Luftpost - gesamt (in t) (ab 2016),1,Unique
Luftpost - gesamt (in t) (ab 2008),1,Unique
Lärm durch Anwohner,1,Unique
Lärm durch Eisenbahnverkehr,1,Unique
Lärm durch Flugverkehr,1,Unique
Lärm durch Straßenverkehr,1,Unique
Lärm von Baustellen,1,Unique
Lärm von Gewerbe/Industrie,1,Unique
M - gesundheitliche Gründe (Wohnung ist nicht alten- bzw. behindertengerecht); Angaben in Prozent,1,Unique
"M Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen",1,Unique
Mail,1,Unique
Medienbestand,1,Unique
Mediennummer,1,Unique
Medientypcode,1,Unique
Messwert,1,Unique
Methode,1,Unique
Mig. Hinter-grund,1,Unique
Mig. Hintergrund,1,Unique
Mig.Hinter-grund,1,Unique
Mineralöle und Mineralölprodukte ,1,Unique
Minimum der Lufttemperatur am Erdboden in 5cm Höhe,1,Unique
Mitmacher_gesucht,1,Unique
Modelltyp,1,Unique
N - Entmietung Sanierung Abriss des Gebäudes; Angaben in Prozent,1,Unique
N Erbringung von sonstigen wirtschaftlichen Dienstleistungen,1,Unique
NRF Summe Gebäude,1,Unique
N_(Hochwert_Gauß-Krüger),1,Unique
N_(Lat_Dezimalgrad),1,Unique
Nachname,1,Unique
Name ,1,Unique
"Nettospiel-
fläche m² (netto)",1,Unique
Nichtoffenes Verfahren,1,Unique
Niederschlagsform,1,Unique
Note für Stadt,1,Unique
Note für Wohngegend,1,Unique
Note für Wohnung,1,Unique
Nummer Fußnote,1,Unique
Nutzfahrzeuge,1,Unique
Nutzungsentgelt ,1,Unique
Nutzungsübergabe,1,Unique
O - Kündigung durch den Vermieter; Angaben in Prozent,1,Unique
OBJECTID,1,Unique
Obere Variante - Einwohner 31.12.2022,1,Unique
Obere_Variante,1,Unique
Objekt/Straße,1,Unique
Objekt_Zusatz,1,Unique
Objektadresse,1,Unique
Objektname,1,Unique
Objektnummer,1,Unique
Offenes Verfahren,1,Unique
Organisatoren_Teilnehmer,1,Unique
Ort/Termin,1,Unique
Ortschaften,1,Unique
Ortschaftsgebiet,1,Unique
Ortsteil- bzw. Stadtbezirksnummer,1,Unique
Ortsteil-ID,1,Unique
Ortsteil_nach,1,Unique
Ortsteil_vor,1,Unique
Ortsteilnummer,1,Unique
Ostdeutschland ohne Sachsen,1,Unique
P - vermehrte Arbeit im Homeoffice; Angaben in Prozent,1,Unique
PDFLink,1,Unique
Pachtgarten nicht in einem Kleingartenverein,1,Unique
Parkplatzkapazität (Kfz),1,Unique
Partei_ID,1,Unique
Partei_Name,1,Unique
Patenbesuch,1,Unique
Personal insgesamt,1,Unique
Personalkosten Beschaeftigte gesamt in Mio EUR,1,Unique
Personen 20 m²/ Pers.,1,Unique
Personengesellschaften,1,Unique
Pfarreien,1,Unique
Pfarrseelsorger,1,Unique
Pkw_gewerblich,1,Unique
Pkw_privat,1,Unique
Pos.-Nr. der ICD-10,1,Unique
"Preise 
(von/bis)",1,Unique
Primärenergieproduktivität,1,Unique
Prio,1,Unique
Private Company Limited by Shares (Ltd),1,Unique
Probennummer,1,Unique
Produkte/Sektoren,1,Unique
Profil,1,Unique
ProfilLink,1,Unique
PrognoseLink,1,Unique
Projektbeschreibung,1,Unique
Projektgebiet,1,Unique
Projektjahr,1,Unique
Projettitel,1,Unique
Pädagogisches Personal und Verwaltungspersonal,1,Unique
Pädagogisches Personal und Verwaltungspersonal - Alter - 25 bis unter 40 Jahre ,1,Unique
Pädagogisches Personal und Verwaltungspersonal - Alter - 40 bis unter 54 Jahre,1,Unique
Pädagogisches Personal und Verwaltungspersonal - Alter - 55 Jahre und älter,1,Unique
Pädagogisches Personal und Verwaltungspersonal - Alter - unter 25 Jahre,1,Unique
Pädagogisches Personal und Verwaltungspersonal - Geschlecht - männlich,1,Unique
Pädagogisches Personal und Verwaltungspersonal - Geschlecht - weiblich,1,Unique
Pädagogisches Personal und Verwaltungspersonal - Wochenarbeitsstunden - 38 und mehr ,1,Unique
Pädagogisches Personal und Verwaltungspersonal - berufliche Stellung - Angestellte,1,Unique
Pädagogisches Personal und Verwaltungspersonal - berufliche Stellung - Personen im freiwilligen sozialen Jahr/ BFD,1,Unique
Pädagogisches Personal und Verwaltungspersonal - berufliche Stellung - Sonstige,1,Unique
Q - anderer Grund (bitte nennen); Angaben in Prozent,1,Unique
Q Gesundheits- und Sozialwesen,1,Unique
Qualitätsniveau der nachfolgenden Spalten (QN_3),1,Unique
Qualitätsniveau der nachfolgenden Spalten (QN_4),1,Unique
"R Kunst, Unterhaltung und Erholung",1,Unique
RSS_Name,1,Unique
Radwege-kombinierte Rad-Gehwege,1,Unique
Rang1,1,Unique
Raumanzahl (durchschnittliche),1,Unique
Realisierte Kurzarbeit - Beschäftigte in Kurzarbeit,1,Unique
Realisierte Kurzarbeit - Betriebe,1,Unique
Region,1,Unique
Registrierungssdatum,1,Unique
Reinigungsgebiet,1,Unique
Rentner,1,Unique
Rückbau-Art,1,Unique
Rückbaugebiete,1,Unique
S Erbringung von sonstigen Dienstleistungen,1,Unique
SBB,1,Unique
SBB_Anzahl,1,Unique
SCHADENSHOEHE,1,Unique
SJ 21/22,1,Unique
SJ 22/23,1,Unique
SJ 23/24,1,Unique
SJ 24/25,1,Unique
SUBahn,1,Unique
SUEntfernung,1,Unique
Sachgruppe,1,Unique
Sachsen ohne Umlandkreise,1,Unique
Samstag,1,Unique
Schadstoffgruppe für Kraftfahrzeuge (Umwelt-Plakette) nach Feinstaubverordnung,1,Unique
Schlagworte,1,Unique
Schul-Nr.,1,Unique
Schulbausanierung Maßnahme,1,Unique
Schuldenstand am Ende des Berichtsquartals (in Euro),1,Unique
Schuldnerart - Verbraucher,1,Unique
Schuldnerart - ehemals selbstständig Tätige mit Regelinsolvenzverfahren,1,Unique
Schuldnerart - ehemals selbstständig Tätige mit Verbraucherinsolvenzverfahren,1,Unique
"Schuldnerart - natürrliche Personen als Gesellschafter u.Ä., Nachlässe u. Gesamtgut",1,Unique
Schulnr.,1,Unique
Schulplätze,1,Unique
Schwerbehindertenquote  (in %),1,Unique
Schwerverletzte,1,Unique
Schüler,1,Unique
"Senatsverwaltung für Mobilität, Verkehr, Klimaschutz und Umwelt",1,Unique
Servicenummer,1,Unique
Sicht,1,Unique
Sigel ausführende Bibliothek,1,Unique
Sigel besitzende Bibliothek,1,Unique
Sitzplätze,1,Unique
Sitzung_stattgefunden,1,Unique
Sitzungsart,1,Unique
Sitzungsdauer_in_Minuten,1,Unique
Sonderthemen,1,Unique
Sonntag,1,Unique
Sonstige Veranstaltungen - Anzahl,1,Unique
Sonstige Veranstaltungen - Aussteller,1,Unique
Sonstige Veranstaltungen - Besucher,1,Unique
Sonstiges,1,Unique
Sozialversicherungspflichtig Beschäftigte,1,Unique
Spielstätten,1,Unique
Sprachen,1,Unique
StaLa Sachsen 2020 7. regionalisierte Prog. V1,1,Unique
StaLa Sachsen 2020 7. regionalisierte Prog. V2,1,Unique
Staatsstraßen,1,Unique
Staatsstraßen (Baulast der Stadt),1,Unique
Stadt bzw. Landkreis,1,Unique
Stadtbezirksbeirat,1,Unique
Stadtratswahkreis,1,Unique
Stadtteil,1,Unique
Stadtteil (Kriminalität),1,Unique
Stadtteil zus. (Kriminalität),1,Unique
Start,1,Unique
Station,1,Unique
Stationsidentifikationsnummer,1,Unique
"Status 
(grün=offen, gelb: Öffnung steht bevor, rot: noch geschlossen)",1,Unique
Steinkohlen,1,Unique
Sterbefälle,1,Unique
Sterbefälle (kumuliert),1,Unique
Steuereinnahmen Berlins im Monat Januar 2014,1,Unique
Stichtag,1,Unique
"Strasse, Haus-Nr.",1,Unique
Strassenschluessel,1,Unique
Straße + Hausnummer,1,Unique
Straßen des überörtlichen Verkehrs (gesamt),1,Unique
Straßenbrücken (Anzahl),1,Unique
Straßentunnel (Anzahl),1,Unique
Strom 2019 [kWh/a],1,Unique
Strom 2020 [kWh/a],1,Unique
Strom 2021 [kWh/a],1,Unique
Strom 2022 [kWh/a],1,Unique
Strom 2023 [kWh/a],1,Unique
Strom und andere Energieträger,1,Unique
Stromverbrauch [kWh],1,Unique
Studenten,1,Unique
Studienanfänger im Berichtsjahr gesamt,1,Unique
Studierende,1,Unique
Summe in TEUR,1,Unique
Symbol,1,Unique
TATZEIT_ANFANG_DATUM,1,Unique
TATZEIT_ANFANG_STUNDE,1,Unique
TATZEIT_ENDE_DATUM,1,Unique
TATZEIT_ENDE_STUNDE,1,Unique
TN_VW,1,Unique
Tabellenkopf,1,Unique
Tage,1,Unique
Tagesmaximum Windspitze,1,Unique
Tagesmaximum der Lufttemperatur in 2m Höhe,1,Unique
Tagesminimum der Lufttemperatur in 2m Höhe,1,Unique
Tagesmittel Windgeschwindigkeit,1,Unique
Tagesmittel der Relativen Feuchte,1,Unique
Tagesmittel der Temperatur,1,Unique
Tagesmittel des Bedeckungsgrades,1,Unique
Tagesmittel des Dampfdruckes,1,Unique
Tagesmittel des Luftdrucks,1,Unique
Tageswert Schneehöhe,1,Unique
Tagungen - Anzahl,1,Unique
Tagungen - Aussteller,1,Unique
Tagungen - Besucher,1,Unique
Target,1,Unique
Tarifzone,1,Unique
"Tarifzone (Erläuterung: 1 = 1, 2 = 2, 3 = 3)",1,Unique
Tatverdächtige insgesamt,1,Unique
Teilverkehrszelle,1,Unique
Telefon,1,Unique
Temp,1,Unique
Termin,1,Unique
Termin bis,1,Unique
Termin von,1,Unique
Tielbezeichnung,1,Unique
Tilgung (in Euro),1,Unique
Titel_der_Initiative,1,Unique
Todesursache,1,Unique
Tourismus,1,Unique
Tourismus_Betriebe gesamt,1,Unique
Tourismus_Betten gesamt,1,Unique
Traeger,1,Unique
Traeger ,1,Unique
Treffpunkt,1,Unique
Träger ,1,Unique
Träger bzw. Verantwortlicher,1,Unique
"Trägerwohnraum in der psychiatrischen, ambulanten Pflichtversorgung Berlin-Mitte",1,Unique
Tunnelstrecke an Bundesautobahn,1,Unique
Tunnelstrecke an Straßen des überörtlichen Verkehrs,1,Unique
UART,1,Unique
UB: Arbeitslosigkeit im weiteren Sinne,1,Unique
UB: Personen fern vom Arbeitslosenstatus,1,Unique
UB: Personen im weiteren Sinne arbeitslos,1,Unique
UB: Personen nahe am Arbeitslosenstatus,1,Unique
UB: Unterbeschäftigung im engeren Sinne,1,Unique
UB: Unterbeschäftigung im weiteren Sinne (ohne Kurzarbeit),1,Unique
UGEMEINDE,1,Unique
UJAHR,1,Unique
UKATEGORIE,1,Unique
UKREIS,1,Unique
ULAND,1,Unique
UMONAT,1,Unique
UREGBEZ,1,Unique
USTUNDE,1,Unique
UTYP1,1,Unique
UWOCHENTAG,1,Unique
UWW_Code,1,Unique
UWW_Name,1,Unique
Umlandkreise - Nordsachsen und LK Leipzig,1,Unique
Umzugsdatum,1,Unique
Unbekannt,1,Unique
Unfälle mit Personenschaden,1,Unique
Unfälle mit schwerwiegendem Sachschaden durch Einfluss berauschender Mittel,1,Unique
Unfälle mit schwerwiegendem Sachschaden im engeren Sinne,1,Unique
Ungerade Hausnummer bis,1,Unique
Ungerade Hausnummer von,1,Unique
Unnamed: 23,1,Unique
Unnamed: 24,1,Unique
Unnamed: 26,1,Unique
Unnamed: 27,1,Unique
Unnamed: 28,1,Unique
Unnamed: 30,1,Unique
Unnamed: 31,1,Unique
Unnamed: 32,1,Unique
Unnamed: 33,1,Unique
Unnamed: 34,1,Unique
Unterbeschäftigungsquote,1,Unique
Untere_Variante,1,Unique
Untergruppe,1,Unique
Unterkunftsart,1,Unique
Unterkunftsart_nach,1,Unique
Unterkunftsart_vor,1,Unique
Unterrichtsräume,1,Unique
Url zu Biografie,1,Unique
VERSUCH,1,Unique
Veranstaltungsort,1,Unique
Verbrauch Wärme (witterungsbereinigt)  2019 [kWh/a],1,Unique
